SAMPLE_ID	mutations
GENIE-JHU-02148-02589	JHU-50GP-V2
GENIE-JHU-02149-02590	JHU-50GP-V2
GENIE-JHU-02150-02591	JHU-50GP-V2
GENIE-JHU-02151-02592	JHU-50GP-V2
GENIE-JHU-02152-02593	JHU-50GP-V2
GENIE-JHU-02153-02594	JHU-50GP-V2
GENIE-JHU-02154-02595	JHU-50GP-V2
GENIE-JHU-02155-02596	JHU-50GP-V2
GENIE-JHU-02156-02597	JHU-50GP-V2
GENIE-JHU-02157-02599	JHU-50GP-V2
GENIE-JHU-02158-02600	JHU-50GP-V2
GENIE-JHU-02159-02601	JHU-50GP-V2
GENIE-JHU-02160-02602	JHU-50GP-V2
GENIE-JHU-02161-02603	JHU-50GP-V2
GENIE-JHU-02162-02604	JHU-50GP-V2
GENIE-JHU-02163-02605	JHU-50GP-V2
GENIE-JHU-02164-02606	JHU-50GP-V2
GENIE-JHU-02165-02607	JHU-50GP-V2
GENIE-JHU-02166-02608	JHU-50GP-V2
GENIE-JHU-02167-02609	JHU-50GP-V2
GENIE-JHU-02168-02610	JHU-50GP-V2
GENIE-JHU-02169-02614	JHU-50GP-V2
GENIE-JHU-02170-02615	JHU-50GP-V2
GENIE-JHU-02172-02617	JHU-50GP-V2
GENIE-JHU-02173-02618	JHU-50GP-V2
GENIE-JHU-02174-02620	JHU-50GP-V2
GENIE-JHU-02175-02621	JHU-50GP-V2
GENIE-JHU-02176-02622	JHU-50GP-V2
GENIE-JHU-02177-02623	JHU-50GP-V2
GENIE-JHU-02178-02624	JHU-50GP-V2
GENIE-JHU-02179-02625	JHU-50GP-V2
GENIE-JHU-02180-02626	JHU-50GP-V2
GENIE-JHU-02181-02627	JHU-50GP-V2
GENIE-JHU-02182-02628	JHU-50GP-V2
GENIE-JHU-02183-02629	JHU-50GP-V2
GENIE-JHU-02183-03104	JHU-50GP-V2
GENIE-JHU-02185-02631	JHU-50GP-V2
GENIE-JHU-02186-02632	JHU-50GP-V2
GENIE-JHU-02187-02634	JHU-50GP-V2
GENIE-JHU-02188-02636	JHU-50GP-V2
GENIE-JHU-02189-02637	JHU-50GP-V2
GENIE-JHU-02190-02638	JHU-50GP-V2
GENIE-JHU-02191-02639	JHU-50GP-V2
GENIE-JHU-02192-02640	JHU-50GP-V2
GENIE-JHU-02193-02641	JHU-50GP-V2
GENIE-JHU-02194-02642	JHU-50GP-V2
GENIE-JHU-02195-02643	JHU-50GP-V2
GENIE-JHU-02196-02644	JHU-50GP-V2
GENIE-JHU-02197-02645	JHU-50GP-V2
GENIE-JHU-02197-03758	JHU-50GP-V2
GENIE-JHU-02198-02646	JHU-50GP-V2
GENIE-JHU-02199-02647	JHU-50GP-V2
GENIE-JHU-02200-02648	JHU-50GP-V2
GENIE-JHU-02201-02649	JHU-50GP-V2
GENIE-JHU-02202-02650	JHU-50GP-V2
GENIE-JHU-02203-02651	JHU-50GP-V2
GENIE-JHU-02204-02652	JHU-50GP-V2
GENIE-JHU-02205-02653	JHU-50GP-V2
GENIE-JHU-02205-02654	JHU-50GP-V2
GENIE-JHU-02206-02655	JHU-50GP-V2
GENIE-JHU-02207-02656	JHU-50GP-V2
GENIE-JHU-02208-02657	JHU-50GP-V2
GENIE-JHU-02209-02658	JHU-50GP-V2
GENIE-JHU-02210-02660	JHU-50GP-V2
GENIE-JHU-02211-02661	JHU-50GP-V2
GENIE-JHU-02212-02662	JHU-50GP-V2
GENIE-JHU-02213-02663	JHU-50GP-V2
GENIE-JHU-02214-02664	JHU-50GP-V2
GENIE-JHU-02217-02667	JHU-50GP-V2
GENIE-JHU-02217-03082	JHU-50GP-V2
GENIE-JHU-02218-02668	JHU-50GP-V2
GENIE-JHU-02219-02669	JHU-50GP-V2
GENIE-JHU-02220-02670	JHU-50GP-V2
GENIE-JHU-02221-02671	JHU-50GP-V2
GENIE-JHU-02222-02672	JHU-50GP-V2
GENIE-JHU-02224-02674	JHU-50GP-V2
GENIE-JHU-02226-02678	JHU-50GP-V2
GENIE-JHU-02228-02680	JHU-50GP-V2
GENIE-JHU-02229-02681	JHU-50GP-V2
GENIE-JHU-02231-02683	JHU-50GP-V2
GENIE-JHU-02232-02684	JHU-50GP-V2
GENIE-JHU-02233-02685	JHU-50GP-V2
GENIE-JHU-02234-02686	JHU-50GP-V2
GENIE-JHU-02235-02687	JHU-50GP-V2
GENIE-JHU-02235-03644	JHU-50GP-V2
GENIE-JHU-02236-02688	JHU-50GP-V2
GENIE-JHU-02237-02689	JHU-50GP-V2
GENIE-JHU-02237-02695	JHU-50GP-V2
GENIE-JHU-02238-02690	JHU-50GP-V2
GENIE-JHU-02239-02691	JHU-50GP-V2
GENIE-JHU-02240-02692	JHU-50GP-V2
GENIE-JHU-02241-02693	JHU-50GP-V2
GENIE-JHU-02242-02694	JHU-50GP-V2
GENIE-JHU-02243-02696	JHU-50GP-V2
GENIE-JHU-02244-02697	JHU-50GP-V2
GENIE-JHU-02245-02698	JHU-50GP-V2
GENIE-JHU-02246-02699	JHU-50GP-V2
GENIE-JHU-02247-02700	JHU-50GP-V2
GENIE-JHU-02248-02701	JHU-50GP-V2
GENIE-JHU-02249-02702	JHU-50GP-V2
GENIE-JHU-02250-02704	JHU-50GP-V2
GENIE-JHU-02252-02706	JHU-50GP-V2
GENIE-JHU-02253-02707	JHU-50GP-V2
GENIE-JHU-02255-02709	JHU-50GP-V2
GENIE-JHU-02256-02710	JHU-50GP-V2
GENIE-JHU-02257-02711	JHU-50GP-V2
GENIE-JHU-02258-02712	JHU-50GP-V2
GENIE-JHU-02259-02713	JHU-50GP-V2
GENIE-JHU-02260-02714	JHU-50GP-V2
GENIE-JHU-02261-02715	JHU-50GP-V2
GENIE-JHU-02262-02716	JHU-50GP-V2
GENIE-JHU-02263-02717	JHU-50GP-V2
GENIE-JHU-02264-02718	JHU-50GP-V2
GENIE-JHU-02265-02719	JHU-50GP-V2
GENIE-JHU-02266-02720	JHU-50GP-V2
GENIE-JHU-02267-02722	JHU-50GP-V2
GENIE-JHU-02268-02723	JHU-50GP-V2
GENIE-JHU-02269-02724	JHU-50GP-V2
GENIE-JHU-02269-02827	JHU-50GP-V2
GENIE-JHU-02269-02926	JHU-50GP-V2
GENIE-JHU-02269-02949	JHU-50GP-V2
GENIE-JHU-02269-03043	JHU-50GP-V2
GENIE-JHU-02269-03307	JHU-50GP-V2
GENIE-JHU-02269-03483	JHU-50GP-V2
GENIE-JHU-02269-03745	JHU-50GP-V2
GENIE-JHU-02270-02725	JHU-50GP-V2
GENIE-JHU-02270-03260	JHU-50GP-V2
GENIE-JHU-02270-03278	JHU-50GP-V2
GENIE-JHU-02271-02726	JHU-50GP-V2
GENIE-JHU-02272-02727	JHU-50GP-V2
GENIE-JHU-02273-02728	JHU-50GP-V2
GENIE-JHU-02274-02729	JHU-50GP-V2
GENIE-JHU-02275-02730	JHU-50GP-V2
GENIE-JHU-02275-02798	JHU-50GP-V2
GENIE-JHU-02276-02731	JHU-50GP-V2
GENIE-JHU-02277-02732	JHU-50GP-V2
GENIE-JHU-02278-02733	JHU-50GP-V2
GENIE-JHU-02279-02734	JHU-50GP-V2
GENIE-JHU-02280-02735	JHU-50GP-V2
GENIE-JHU-02281-02736	JHU-50GP-V2
GENIE-JHU-02281-03187	JHU-50GP-V2
GENIE-JHU-02282-02737	JHU-50GP-V2
GENIE-JHU-02283-02738	JHU-50GP-V2
GENIE-JHU-02283-02788	JHU-50GP-V2
GENIE-JHU-02283-03361	JHU-50GP-V2
GENIE-JHU-02284-02739	JHU-50GP-V2
GENIE-JHU-02285-02740	JHU-50GP-V2
GENIE-JHU-02286-02741	JHU-50GP-V2
GENIE-JHU-02287-02742	JHU-50GP-V2
GENIE-JHU-02288-02743	JHU-50GP-V2
GENIE-JHU-02289-02744	JHU-50GP-V2
GENIE-JHU-02290-02745	JHU-50GP-V2
GENIE-JHU-02291-02746	JHU-50GP-V2
GENIE-JHU-02292-02747	JHU-50GP-V2
GENIE-JHU-02293-02748	JHU-50GP-V2
GENIE-JHU-02294-02749	JHU-50GP-V2
GENIE-JHU-02295-02750	JHU-50GP-V2
GENIE-JHU-02296-02751	JHU-50GP-V2
GENIE-JHU-02298-02753	JHU-50GP-V2
GENIE-JHU-02299-02754	JHU-50GP-V2
GENIE-JHU-02299-02768	JHU-50GP-V2
GENIE-JHU-02300-02755	JHU-50GP-V2
GENIE-JHU-02301-02756	JHU-50GP-V2
GENIE-JHU-02302-02757	JHU-50GP-V2
GENIE-JHU-02303-02758	JHU-50GP-V2
GENIE-JHU-02304-02759	JHU-50GP-V2
GENIE-JHU-02306-02761	JHU-50GP-V2
GENIE-JHU-02307-02762	JHU-50GP-V2
GENIE-JHU-02308-02763	JHU-50GP-V2
GENIE-JHU-02309-02764	JHU-50GP-V2
GENIE-JHU-02310-02765	JHU-50GP-V2
GENIE-JHU-02311-02766	JHU-50GP-V2
GENIE-JHU-02312-02767	JHU-50GP-V2
GENIE-JHU-02314-02770	JHU-50GP-V2
GENIE-JHU-02315-02771	JHU-50GP-V2
GENIE-JHU-02316-02772	JHU-50GP-V2
GENIE-JHU-02317-02773	JHU-50GP-V2
GENIE-JHU-02319-02775	JHU-50GP-V2
GENIE-JHU-02320-02776	JHU-50GP-V2
GENIE-JHU-02322-02778	JHU-50GP-V2
GENIE-JHU-02323-02779	JHU-50GP-V2
GENIE-JHU-02324-02780	JHU-50GP-V2
GENIE-JHU-02325-02781	JHU-50GP-V2
GENIE-JHU-02326-02783	JHU-50GP-V2
GENIE-JHU-02327-02784	JHU-50GP-V2
GENIE-JHU-02328-02786	JHU-50GP-V2
GENIE-JHU-02330-02790	JHU-50GP-V2
GENIE-JHU-02331-02791	JHU-50GP-V2
GENIE-JHU-02332-02792	JHU-50GP-V2
GENIE-JHU-02333-02793	JHU-50GP-V2
GENIE-JHU-02334-02794	JHU-50GP-V2
GENIE-JHU-02335-02795	JHU-50GP-V2
GENIE-JHU-02336-02796	JHU-50GP-V2
GENIE-JHU-02337-02797	JHU-50GP-V2
GENIE-JHU-02340-02801	JHU-50GP-V2
GENIE-JHU-02341-02803	JHU-50GP-V2
GENIE-JHU-02344-02806	JHU-50GP-V2
GENIE-JHU-02345-02807	JHU-50GP-V2
GENIE-JHU-02347-02809	JHU-50GP-V2
GENIE-JHU-02349-02811	JHU-50GP-V2
GENIE-JHU-02350-02812	JHU-50GP-V2
GENIE-JHU-02351-02814	JHU-50GP-V2
GENIE-JHU-02353-02816	JHU-50GP-V2
GENIE-JHU-02354-02817	JHU-50GP-V2
GENIE-JHU-02355-02818	JHU-50GP-V2
GENIE-JHU-02359-02822	JHU-50GP-V2
GENIE-JHU-02360-02823	JHU-50GP-V2
GENIE-JHU-02361-02824	JHU-50GP-V2
GENIE-JHU-02362-02825	JHU-50GP-V2
GENIE-JHU-02363-02826	JHU-50GP-V2
GENIE-JHU-02364-02828	JHU-50GP-V2
GENIE-JHU-02365-02829	JHU-50GP-V2
GENIE-JHU-02367-02831	JHU-50GP-V2
GENIE-JHU-02368-02832	JHU-50GP-V2
GENIE-JHU-02369-02833	JHU-50GP-V2
GENIE-JHU-02370-02834	JHU-50GP-V2
GENIE-JHU-02372-02836	JHU-50GP-V2
GENIE-JHU-02378-02842	JHU-50GP-V2
GENIE-JHU-02379-02844	JHU-50GP-V2
GENIE-JHU-02382-02847	JHU-50GP-V2
GENIE-JHU-02383-02848	JHU-50GP-V2
GENIE-JHU-02384-02849	JHU-50GP-V2
GENIE-JHU-02385-02851	JHU-50GP-V2
GENIE-JHU-02387-02853	JHU-50GP-V2
GENIE-JHU-02388-02854	JHU-50GP-V2
GENIE-JHU-02389-02855	JHU-50GP-V2
GENIE-JHU-02390-02856	JHU-50GP-V2
GENIE-JHU-02391-02857	JHU-50GP-V2
GENIE-JHU-02394-02860	JHU-50GP-V2
GENIE-JHU-02396-02862	JHU-50GP-V2
GENIE-JHU-02397-02863	JHU-50GP-V2
GENIE-JHU-02398-02864	JHU-50GP-V2
GENIE-JHU-02400-02867	JHU-50GP-V2
GENIE-JHU-02402-02869	JHU-50GP-V2
GENIE-JHU-02403-02870	JHU-50GP-V2
GENIE-JHU-02404-02872	JHU-50GP-V2
GENIE-JHU-02405-02873	JHU-50GP-V2
GENIE-JHU-02406-02874	JHU-50GP-V2
GENIE-JHU-02407-02875	JHU-50GP-V2
GENIE-JHU-02408-02876	JHU-50GP-V2
GENIE-JHU-02409-02878	JHU-50GP-V2
GENIE-JHU-02410-02879	JHU-50GP-V2
GENIE-JHU-02411-02880	JHU-50GP-V2
GENIE-JHU-02412-02881	JHU-50GP-V2
GENIE-JHU-02413-02882	JHU-50GP-V2
GENIE-JHU-02414-02883	JHU-50GP-V2
GENIE-JHU-02415-02884	JHU-50GP-V2
GENIE-JHU-02416-02885	JHU-50GP-V2
GENIE-JHU-02417-02886	JHU-50GP-V2
GENIE-JHU-02418-02887	JHU-50GP-V2
GENIE-JHU-02419-02889	JHU-50GP-V2
GENIE-JHU-02420-02890	JHU-50GP-V2
GENIE-JHU-02421-02891	JHU-50GP-V2
GENIE-JHU-02422-02892	JHU-50GP-V2
GENIE-JHU-02423-02893	JHU-50GP-V2
GENIE-JHU-02424-02894	JHU-50GP-V2
GENIE-JHU-02425-02896	JHU-50GP-V2
GENIE-JHU-02426-02897	JHU-50GP-V2
GENIE-JHU-02427-02898	JHU-50GP-V2
GENIE-JHU-02428-02899	JHU-50GP-V2
GENIE-JHU-02428-03231	JHU-50GP-V2
GENIE-JHU-02429-02900	JHU-50GP-V2
GENIE-JHU-02430-02901	JHU-50GP-V2
GENIE-JHU-02431-02902	JHU-50GP-V2
GENIE-JHU-02432-02903	JHU-50GP-V2
GENIE-JHU-02433-02904	JHU-50GP-V2
GENIE-JHU-02434-02905	JHU-50GP-V2
GENIE-JHU-02435-02906	JHU-50GP-V2
GENIE-JHU-02436-02907	JHU-50GP-V2
GENIE-JHU-02437-02908	JHU-50GP-V2
GENIE-JHU-02438-02909	JHU-50GP-V2
GENIE-JHU-02439-02910	JHU-50GP-V2
GENIE-JHU-02440-02911	JHU-50GP-V2
GENIE-JHU-02441-02912	JHU-50GP-V2
GENIE-JHU-02442-02913	JHU-50GP-V2
GENIE-JHU-02443-02914	JHU-50GP-V2
GENIE-JHU-02444-02915	JHU-50GP-V2
GENIE-JHU-02444-03008	JHU-50GP-V2
GENIE-JHU-02445-02916	JHU-50GP-V2
GENIE-JHU-02446-02917	JHU-50GP-V2
GENIE-JHU-02447-02918	JHU-50GP-V2
GENIE-JHU-02448-02919	JHU-50GP-V2
GENIE-JHU-02449-02920	JHU-50GP-V2
GENIE-JHU-02450-02921	JHU-50GP-V2
GENIE-JHU-02450-03320	JHU-50GP-V2
GENIE-JHU-02451-02922	JHU-50GP-V2
GENIE-JHU-02453-02924	JHU-50GP-V2
GENIE-JHU-02455-02928	JHU-50GP-V2
GENIE-JHU-02456-02929	JHU-50GP-V2
GENIE-JHU-02457-02930	JHU-50GP-V2
GENIE-JHU-02458-02931	JHU-50GP-V2
GENIE-JHU-02459-02932	JHU-50GP-V2
GENIE-JHU-02460-02934	JHU-50GP-V2
GENIE-JHU-02461-02935	JHU-50GP-V2
GENIE-JHU-02462-02936	JHU-50GP-V2
GENIE-JHU-02463-02937	JHU-50GP-V2
GENIE-JHU-02464-02938	JHU-50GP-V2
GENIE-JHU-02465-02939	JHU-50GP-V2
GENIE-JHU-02466-02940	JHU-50GP-V2
GENIE-JHU-02468-02943	JHU-50GP-V2
GENIE-JHU-02469-02944	JHU-50GP-V2
GENIE-JHU-02470-02945	JHU-50GP-V2
GENIE-JHU-02471-02946	JHU-50GP-V2
GENIE-JHU-02473-02948	JHU-50GP-V2
GENIE-JHU-02474-02951	JHU-50GP-V2
GENIE-JHU-02475-02952	JHU-50GP-V2
GENIE-JHU-02476-02953	JHU-50GP-V2
GENIE-JHU-02477-02954	JHU-50GP-V2
GENIE-JHU-02478-02955	JHU-50GP-V2
GENIE-JHU-02479-02956	JHU-50GP-V2
GENIE-JHU-02480-02957	JHU-50GP-V2
GENIE-JHU-02481-02958	JHU-50GP-V2
GENIE-JHU-02482-02959	JHU-50GP-V2
GENIE-JHU-02483-02960	JHU-50GP-V2
GENIE-JHU-02483-02988	JHU-50GP-V2
GENIE-JHU-02484-02961	JHU-50GP-V2
GENIE-JHU-02485-02962	JHU-50GP-V2
GENIE-JHU-02487-02965	JHU-50GP-V2
GENIE-JHU-02488-02966	JHU-50GP-V2
GENIE-JHU-02489-02967	JHU-50GP-V2
GENIE-JHU-02490-02968	JHU-50GP-V2
GENIE-JHU-02490-03408	JHU-50GP-V2
GENIE-JHU-02491-02969	JHU-50GP-V2
GENIE-JHU-02492-02970	JHU-50GP-V2
GENIE-JHU-02493-02971	JHU-50GP-V2
GENIE-JHU-02494-02972	JHU-50GP-V2
GENIE-JHU-02495-02973	JHU-50GP-V2
GENIE-JHU-02496-02974	JHU-50GP-V2
GENIE-JHU-02497-02975	JHU-50GP-V2
GENIE-JHU-02498-02977	JHU-50GP-V2
GENIE-JHU-02499-02978	JHU-50GP-V2
GENIE-JHU-02500-02979	JHU-50GP-V2
GENIE-JHU-02500-02992	JHU-50GP-V2
GENIE-JHU-02501-02980	JHU-50GP-V2
GENIE-JHU-02502-02981	JHU-50GP-V2
GENIE-JHU-02503-02982	JHU-50GP-V2
GENIE-JHU-02504-02984	JHU-50GP-V2
GENIE-JHU-02505-02985	JHU-50GP-V2
GENIE-JHU-02506-02986	JHU-50GP-V2
GENIE-JHU-02507-02989	JHU-50GP-V2
GENIE-JHU-02509-02991	JHU-50GP-V2
GENIE-JHU-02510-02993	JHU-50GP-V2
GENIE-JHU-02512-02995	JHU-50GP-V2
GENIE-JHU-02513-02996	JHU-50GP-V2
GENIE-JHU-02514-02997	JHU-50GP-V2
GENIE-JHU-02515-02998	JHU-50GP-V2
GENIE-JHU-02516-02999	JHU-50GP-V2
GENIE-JHU-02517-03000	JHU-50GP-V2
GENIE-JHU-02518-03001	JHU-50GP-V2
GENIE-JHU-02519-03002	JHU-50GP-V2
GENIE-JHU-02520-03003	JHU-50GP-V2
GENIE-JHU-02522-03005	JHU-50GP-V2
GENIE-JHU-02523-03006	JHU-50GP-V2
GENIE-JHU-02523-03331	JHU-50GP-V2
GENIE-JHU-02524-03007	JHU-50GP-V2
GENIE-JHU-02525-03009	JHU-50GP-V2
GENIE-JHU-02526-03010	JHU-50GP-V2
GENIE-JHU-02526-03184	JHU-50GP-V2
GENIE-JHU-02527-03011	JHU-50GP-V2
GENIE-JHU-02528-03012	JHU-50GP-V2
GENIE-JHU-02529-03013	JHU-50GP-V2
GENIE-JHU-02530-03014	JHU-50GP-V2
GENIE-JHU-02531-03015	JHU-50GP-V2
GENIE-JHU-02533-03018	JHU-50GP-V2
GENIE-JHU-02534-03019	JHU-50GP-V2
GENIE-JHU-02535-03020	JHU-50GP-V2
GENIE-JHU-02536-03021	JHU-50GP-V2
GENIE-JHU-02537-03022	JHU-50GP-V2
GENIE-JHU-02538-03023	JHU-50GP-V2
GENIE-JHU-02538-03348	JHU-50GP-V2
GENIE-JHU-02539-03024	JHU-50GP-V2
GENIE-JHU-02540-03025	JHU-50GP-V2
GENIE-JHU-02541-03026	JHU-50GP-V2
GENIE-JHU-02542-03027	JHU-50GP-V2
GENIE-JHU-02543-03028	JHU-50GP-V2
GENIE-JHU-02544-03030	JHU-50GP-V2
GENIE-JHU-02545-03031	JHU-50GP-V2
GENIE-JHU-02546-03032	JHU-50GP-V2
GENIE-JHU-02547-03033	JHU-50GP-V2
GENIE-JHU-02548-03034	JHU-50GP-V2
GENIE-JHU-02549-03035	JHU-50GP-V2
GENIE-JHU-02550-03036	JHU-50GP-V2
GENIE-JHU-02552-03038	JHU-50GP-V2
GENIE-JHU-02553-03039	JHU-50GP-V2
GENIE-JHU-02553-03151	JHU-50GP-V2
GENIE-JHU-02553-03152	JHU-50GP-V2
GENIE-JHU-02554-03040	JHU-50GP-V2
GENIE-JHU-02555-03041	JHU-50GP-V2
GENIE-JHU-02556-03042	JHU-50GP-V2
GENIE-JHU-02557-03044	JHU-50GP-V2
GENIE-JHU-02557-03046	JHU-50GP-V2
GENIE-JHU-02558-03045	JHU-50GP-V2
GENIE-JHU-02559-03047	JHU-50GP-V2
GENIE-JHU-02560-03049	JHU-50GP-V2
GENIE-JHU-02561-03050	JHU-50GP-V2
GENIE-JHU-02562-03051	JHU-50GP-V2
GENIE-JHU-02563-03052	JHU-50GP-V2
GENIE-JHU-02564-03256	JHU-50GP-V2
GENIE-JHU-02565-03054	JHU-50GP-V2
GENIE-JHU-02566-03055	JHU-50GP-V2
GENIE-JHU-02567-03056	JHU-50GP-V2
GENIE-JHU-02568-03057	JHU-50GP-V2
GENIE-JHU-02569-03058	JHU-50GP-V2
GENIE-JHU-02570-03059	JHU-50GP-V2
GENIE-JHU-02571-03060	JHU-50GP-V2
GENIE-JHU-02572-03061	JHU-50GP-V2
GENIE-JHU-02573-03062	JHU-50GP-V2
GENIE-JHU-02574-03063	JHU-50GP-V2
GENIE-JHU-02575-03064	JHU-50GP-V2
GENIE-JHU-02576-03065	JHU-50GP-V2
GENIE-JHU-02577-03066	JHU-50GP-V2
GENIE-JHU-02578-03067	JHU-50GP-V2
GENIE-JHU-02579-03068	JHU-50GP-V2
GENIE-JHU-02581-03070	JHU-50GP-V2
GENIE-JHU-02582-03071	JHU-50GP-V2
GENIE-JHU-02583-03072	JHU-50GP-V2
GENIE-JHU-02585-03074	JHU-50GP-V2
GENIE-JHU-02587-03076	JHU-50GP-V2
GENIE-JHU-02588-03078	JHU-50GP-V2
GENIE-JHU-02589-03079	JHU-50GP-V2
GENIE-JHU-02591-03081	JHU-50GP-V2
GENIE-JHU-02592-03084	JHU-50GP-V2
GENIE-JHU-02593-03085	JHU-50GP-V2
GENIE-JHU-02594-03086	JHU-50GP-V2
GENIE-JHU-02595-03087	JHU-50GP-V2
GENIE-JHU-02596-03088	JHU-50GP-V2
GENIE-JHU-02597-03089	JHU-50GP-V2
GENIE-JHU-02598-03090	JHU-50GP-V2
GENIE-JHU-02599-03091	JHU-50GP-V2
GENIE-JHU-02600-03093	JHU-50GP-V2
GENIE-JHU-02601-03094	JHU-50GP-V2
GENIE-JHU-02601-03223	JHU-50GP-V2
GENIE-JHU-02602-03095	JHU-50GP-V2
GENIE-JHU-02603-03096	JHU-50GP-V2
GENIE-JHU-02604-03097	JHU-50GP-V2
GENIE-JHU-02605-03098	JHU-50GP-V2
GENIE-JHU-02605-03397	JHU-50GP-V2
GENIE-JHU-02606-03099	JHU-50GP-V2
GENIE-JHU-02607-03100	JHU-50GP-V2
GENIE-JHU-02608-03101	JHU-50GP-V2
GENIE-JHU-02609-03102	JHU-50GP-V2
GENIE-JHU-02610-03103	JHU-50GP-V2
GENIE-JHU-02611-03106	JHU-50GP-V2
GENIE-JHU-02612-03107	JHU-50GP-V2
GENIE-JHU-02613-03108	JHU-50GP-V2
GENIE-JHU-02614-03109	JHU-50GP-V2
GENIE-JHU-02614-03146	JHU-50GP-V2
GENIE-JHU-02615-03110	JHU-50GP-V2
GENIE-JHU-02616-03111	JHU-50GP-V2
GENIE-JHU-02617-03112	JHU-50GP-V2
GENIE-JHU-02618-03113	JHU-50GP-V2
GENIE-JHU-02618-03404	JHU-50GP-V2
GENIE-JHU-02619-03114	JHU-50GP-V2
GENIE-JHU-02620-03115	JHU-50GP-V2
GENIE-JHU-02621-03116	JHU-50GP-V2
GENIE-JHU-02622-03117	JHU-50GP-V2
GENIE-JHU-02623-03118	JHU-50GP-V2
GENIE-JHU-02624-03119	JHU-50GP-V2
GENIE-JHU-02626-03121	JHU-50GP-V2
GENIE-JHU-02630-03125	JHU-50GP-V2
GENIE-JHU-02631-03126	JHU-50GP-V2
GENIE-JHU-02632-03127	JHU-50GP-V2
GENIE-JHU-02633-03128	JHU-50GP-V2
GENIE-JHU-02635-03131	JHU-50GP-V2
GENIE-JHU-02636-03133	JHU-50GP-V2
GENIE-JHU-02637-03134	JHU-50GP-V2
GENIE-JHU-02638-03135	JHU-50GP-V2
GENIE-JHU-02639-03136	JHU-50GP-V2
GENIE-JHU-02640-03137	JHU-50GP-V2
GENIE-JHU-02640-03350	JHU-50GP-V2
GENIE-JHU-02641-03138	JHU-50GP-V2
GENIE-JHU-02642-03139	JHU-50GP-V2
GENIE-JHU-02643-03140	JHU-50GP-V2
GENIE-JHU-02644-03141	JHU-50GP-V2
GENIE-JHU-02645-03142	JHU-50GP-V2
GENIE-JHU-02646-03143	JHU-50GP-V2
GENIE-JHU-02647-03144	JHU-50GP-V2
GENIE-JHU-02648-03145	JHU-50GP-V2
GENIE-JHU-02649-03147	JHU-50GP-V2
GENIE-JHU-02650-03148	JHU-50GP-V2
GENIE-JHU-02651-03149	JHU-50GP-V2
GENIE-JHU-02652-03150	JHU-50GP-V2
GENIE-JHU-02653-03153	JHU-50GP-V2
GENIE-JHU-02654-03154	JHU-50GP-V2
GENIE-JHU-02655-03155	JHU-50GP-V2
GENIE-JHU-02656-03156	JHU-50GP-V2
GENIE-JHU-02657-03157	JHU-50GP-V2
GENIE-JHU-02657-03448	JHU-50GP-V2
GENIE-JHU-02658-03310	JHU-50GP-V2
GENIE-JHU-02659-03159	JHU-50GP-V2
GENIE-JHU-02660-03160	JHU-50GP-V2
GENIE-JHU-02661-03161	JHU-50GP-V2
GENIE-JHU-02662-03162	JHU-50GP-V2
GENIE-JHU-02663-03164	JHU-50GP-V2
GENIE-JHU-02664-03165	JHU-50GP-V2
GENIE-JHU-02665-03166	JHU-50GP-V2
GENIE-JHU-02667-03168	JHU-50GP-V2
GENIE-JHU-02668-03170	JHU-50GP-V2
GENIE-JHU-02669-03171	JHU-50GP-V2
GENIE-JHU-02670-03172	JHU-50GP-V2
GENIE-JHU-02671-03174	JHU-50GP-V2
GENIE-JHU-02672-03175	JHU-50GP-V2
GENIE-JHU-02673-03176	JHU-50GP-V2
GENIE-JHU-02674-03177	JHU-50GP-V2
GENIE-JHU-02675-03178	JHU-50GP-V2
GENIE-JHU-02676-03179	JHU-50GP-V2
GENIE-JHU-02677-03181	JHU-50GP-V2
GENIE-JHU-02678-03182	JHU-50GP-V2
GENIE-JHU-02679-03183	JHU-50GP-V2
GENIE-JHU-02680-03185	JHU-50GP-V2
GENIE-JHU-02681-03186	JHU-50GP-V2
GENIE-JHU-02682-03188	JHU-50GP-V2
GENIE-JHU-02683-03189	JHU-50GP-V2
GENIE-JHU-02684-03190	JHU-50GP-V2
GENIE-JHU-02685-03191	JHU-50GP-V2
GENIE-JHU-02686-03192	JHU-50GP-V2
GENIE-JHU-02687-03194	JHU-50GP-V2
GENIE-JHU-02688-03195	JHU-50GP-V2
GENIE-JHU-02689-03196	JHU-50GP-V2
GENIE-JHU-02690-03197	JHU-50GP-V2
GENIE-JHU-02691-03198	JHU-50GP-V2
GENIE-JHU-02692-03199	JHU-50GP-V2
GENIE-JHU-02693-03200	JHU-50GP-V2
GENIE-JHU-02693-03248	JHU-50GP-V2
GENIE-JHU-02694-03201	JHU-50GP-V2
GENIE-JHU-02695-03202	JHU-50GP-V2
GENIE-JHU-02696-03203	JHU-50GP-V2
GENIE-JHU-02697-03204	JHU-50GP-V2
GENIE-JHU-02698-03205	JHU-50GP-V2
GENIE-JHU-02699-03206	JHU-50GP-V2
GENIE-JHU-02700-03207	JHU-50GP-V2
GENIE-JHU-02701-03208	JHU-50GP-V2
GENIE-JHU-02702-03209	JHU-50GP-V2
GENIE-JHU-02703-03210	JHU-50GP-V2
GENIE-JHU-02704-03211	JHU-50GP-V2
GENIE-JHU-02705-03212	JHU-50GP-V2
GENIE-JHU-02706-03213	JHU-50GP-V2
